Sales_id,Product_id,Quantity,Coupon_code,abandoned
1704,10024935,47,NO CODE,6
1705,10031183,38,NO CODE,3
1706,10021147,49,NO CODE,3
1707,10029327,35,NO CODE,9
1708,10029391,49,NO CODE,5
1709,10029993,28,NO CODE,4
1710,10018191,30,NO CODE,1
1711,10029627,39,NO CODE,7
1712,10028245,25,NO CODE,1
1713,10019773,40,NO CODE,2
1714,10033617,36,NO CODE,6
1715,10035405,76,NO CODE,6
1716,10035865,39,NO CODE,9
1717,10019677,44,NO CODE,10
1718,10028081,24,NO CODE,1
1719,10035653,39,NO CODE,12
1720,10019615,21,NO CODE,6
1721,10029021,30,NO CODE,4
1722,10019269,27,NO CODE,13
1723,10035825,37,NO CODE,2
1724,10021609,42,NO CODE,7
1725,10028951,32,NO CODE,7
1726,10033663,42,NO CODE,8
1727,10030665,21,NO CODE,3
1728,10030095,33,NO CODE,2
1729,10018797,49,NO CODE,6
1730,10019519,31,NO CODE,5
1731,10030007,38,NO CODE,6
1732,10029087,20,NO CODE,2
1733,10019087,39,NO CODE,9
1734,10030079,48,NO CODE,6
1735,10019193,39,NO CODE,15
1736,10018809,30,NO CODE,9
1737,10021541,33,NO CODE,2
1738,1002097,36,NO CODE,3
1739,10030211,36,NO CODE,4
1740,10032075,45,NO CODE,8
1741,10035859,40,NO CODE,3
1742,10030303,46,NO CODE,6
1743,10018967,30,NO CODE,6
1744,10018311,31,NO CODE,5
1745,10025885,49,NO CODE,13
1746,10018987,41,NO CODE,4
1747,10028555,35,NO CODE,5
1748,10028741,27,NO CODE,8
1749,10028095,23,NO CODE,6
1750,10018795,21,NO CODE,2
1751,10018851,34,NO CODE,5
1752,10018879,22,NO CODE,2
1753,10019689,48,NO CODE,5
1754,10024391,43,NO CODE,1
1755,10021549,32,NO CODE,5
1756,10029267,20,NO CODE,1
1757,10027629,24,NO CODE,10
1758,10024499,40,NO CODE,2
1759,10032541,30,NO CODE,12
1760,10032777,21,NO CODE,8
1761,10032791,25,NO CODE,2
1762,10026255,34,NO CODE,10
1763,10019531,48,NO CODE,1
1764,10030115,55,NO CODE,12
1765,10030741,25,NO CODE,5
1766,10019759,38,NO CODE,7
1767,10020069,39,NO CODE,1
1768,10027833,28,NO CODE,3
1769,10024495,24,NO CODE,2
1770,10032463,21,NO CODE,1
1771,10030055,46,NO CODE,10
1772,10027911,25,NO CODE,9
1773,10030423,34,NO CODE,3
1774,10028827,25,NO CODE,2
1775,10029069,23,NO CODE,16
1776,10021489,20,NO CODE,13
1777,10019745,23,NO CODE,1
1778,10027763,42,NO CODE,7
1779,10033595,27,NO CODE,3
1780,10028323,33,NO CODE,13
1781,10028991,28,NO CODE,5
1782,10018991,43,NO CODE,2
1783,10032643,48,NO CODE,2
1784,10024537,48,NO CODE,8
1785,10019139,45,NO CODE,4
1786,10024845,43,NO CODE,3
1787,10024767,44,NO CODE,11
1788,10027735,24,NO CODE,5
1789,10029035,31,NO CODE,5
1790,10035813,44,NO CODE,7
1791,10018979,59,NO CODE,5
1792,10033775,55,NO CODE,8
1793,10018935,29,NO CODE,6
1794,10018983,39,NO CODE,4
1795,10019567,20,NO CODE,1
1796,10029271,25,NO CODE,1
1797,10030581,42,NO CODE,2
1798,10018921,36,NO CODE,4
1799,10029003,37,NO CODE,8
1800,10029745,30,NO CODE,13
1801,10030889,21,NO CODE,2
1802,10026227,34,NO CODE,12
1803,10019647,42,NO CODE,3
1804,10025345,20,NO CODE,2
1805,10018845,40,NO CODE,7
1806,10020721,34,NO CODE,8
1807,10032865,31,NO CODE,8
1808,10032583,36,NO CODE,6
1809,10028987,48,NO CODE,10
1810,10028383,33,NO CODE,4
1811,10027615,37,NO CODE,12
1812,10018871,27,NO CODE,13
1813,10028933,39,NO CODE,9
1814,10030111,36,NO CODE,4
1815,10032625,36,NO CODE,2
1816,10030885,41,NO CODE,7
1817,10032587,37,NO CODE,5
1818,10033739,47,NO CODE,2
1819,10018327,15,NO CODE,7
1820,10021543,44,NO CODE,4
1821,10021509,35,NO CODE,13
1822,10032613,41,NO CODE,4
1823,10025555,49,NO CODE,1
1824,10019061,31,NO CODE,2
1825,10019169,20,NO CODE,11
1826,10028265,45,NO CODE,2
1827,10029635,33,NO CODE,2
1828,10029091,47,NO CODE,8
1829,10018915,20,NO CODE,2
1830,10028533,47,NO CODE,14
1831,10033791,40,NO CODE,2
1832,10030053,30,NO CODE,5
1833,10025229,22,NO CODE,3
1834,10029111,27,NO CODE,6
1835,10028423,34,NO CODE,8
1836,10030681,46,NO CODE,3
1837,10024583,31,NO CODE,2
1838,10032871,24,NO CODE,1
1839,10030297,41,NO CODE,3
1840,10020911,55,NO CODE,13
1841,10032641,30,NO CODE,9
1842,10029797,33,NO CODE,12
1843,10021521,43,NO CODE,2
1844,10027217,27,NO CODE,7
1845,10033731,60,NO CODE,5
1846,10032669,27,NO CODE,12
1847,10021545,49,NO CODE,11
1848,10034011,31,NO CODE,5
1849,10019057,20,NO CODE,4
1850,10035973,24,NO CODE,2
1851,10030301,33,NO CODE,15
1852,10032465,32,NO CODE,3
1853,10029303,40,NO CODE,9
1854,10033677,27,NO CODE,2
1855,10029039,40,NO CODE,15
1856,10032479,26,NO CODE,7
1857,10032059,44,NO CODE,4
1858,10035387,33,NO CODE,4
1859,10018895,34,NO CODE,10
1860,10019233,48,NO CODE,6
1861,10028151,25,NO CODE,5
1862,1002020,39,NO CODE,2
1863,10018925,45,NO CODE,12
1864,10019203,24,NO CODE,2
1865,10033429,46,NO CODE,1
1866,10030019,44,NO CODE,9
1867,10032727,13,NO CODE,7
1868,10021359,35,NO CODE,10
1869,10032837,30,NO CODE,5
1870,10018899,34,NO CODE,9
1871,10026125,27,NO CODE,6
1872,10019833,30,NO CODE,6
1873,10027225,50,NO CODE,1
1874,10028195,34,NO CODE,1
1875,10018323,23,NO CODE,13
1876,10033651,48,NO CODE,2
1877,10018917,34,NO CODE,7
1878,10028011,48,NO CODE,1
1879,10021557,24,NO CODE,8
1880,10019763,47,NO CODE,2
1881,10030679,24,NO CODE,12
1882,10019195,47,NO CODE,13
1883,10030339,20,NO CODE,2
1884,10018209,20,NO CODE,11
1885,10032563,31,NO CODE,4
1886,10021339,38,NO CODE,9
1887,10030193,26,NO CODE,2
1888,10027559,25,NO CODE,9
1889,1002027,48,NO CODE,10
1890,10030003,44,NO CODE,6
1891,10033721,21,NO CODE,15
1892,10028945,46,NO CODE,6
1893,10032653,46,NO CODE,6
1894,10018905,55,NO CODE,12
1895,10028455,31,NO CODE,14
1896,10035621,20,NO CODE,5
1897,10021469,29,NO CODE,6
1898,10029835,33,NO CODE,9
1899,10033631,34,NO CODE,7
1900,10029809,32,NO CODE,3
1901,10021167,27,NO CODE,6
1902,10027313,21,NO CODE,3
1903,10027279,27,NO CODE,6
1904,10035427,36,NO CODE,2
1905,10035383,43,NO CODE,6
1906,10030349,25,NO CODE,2
1907,10020707,46,NO CODE,11
1908,10021567,24,NO CODE,3
1909,10018931,39,NO CODE,13
1910,10019875,31,NO CODE,9
1911,10032595,22,NO CODE,3
1912,10035873,47,NO CODE,11
1913,10024521,20,NO CODE,2
1914,10026305,29,NO CODE,14
1915,10019867,38,NO CODE,4
1916,10029519,34,NO CODE,6
1917,10024927,46,20ELLEE,11
1918,10028787,35,10STELLA,9
1919,10030411,34,MARKS15,13
1920,10033769,38,HOLS10,3
1921,10033657,18,5DAL,2
1922,10033621,37,15EOY,14
1923,10019149,43,NO CODE,13
1924,10020061,27,NO CODE,7
1925,10030265,30,NO CODE,6
1926,10032549,22,NO CODE,4
1927,10033643,49,NO CODE,17
1928,10028299,46,NO CODE,5
1929,10019219,48,NO CODE,11
1930,10035861,46,NO CODE,4
1931,10019249,48,NO CODE,2
1932,10031035,27,NO CODE,9
1933,10028969,43,NO CODE,6
1934,10019085,48,NO CODE,6
1935,10028271,41,NO CODE,12
1936,10030005,22,NO CODE,2
1937,10032811,46,NO CODE,7
1938,10033797,21,NO CODE,4
1939,10030583,31,NO CODE,13
1940,10033695,26,NO CODE,6
1941,10028325,20,NO CODE,4
1942,10019117,34,NO CODE,11
1943,10019541,43,NO CODE,9
1944,10033727,26,NO CODE,12
1945,10029869,50,NO CODE,1
1946,10032741,35,NO CODE,10
1947,10028407,50,NO CODE,1
1948,10030401,23,NO CODE,14
1949,10020691,37,NO CODE,12
1950,10032843,29,NO CODE,8
1951,10032497,21,NO CODE,11
1952,10025541,36,NO CODE,8
1953,10026855,22,NO CODE,5
1954,10032457,22,NO CODE,7
1955,10028395,46,NO CODE,11
1956,10018911,23,NO CODE,2
1957,10019509,49,NO CODE,16
1958,10035827,48,NO CODE,3
1959,10028301,33,NO CODE,5
1960,10029001,22,NO CODE,14
1961,10028449,22,NO CODE,8
1962,10019537,25,NO CODE,16
1963,10032673,20,NO CODE,2
1964,10035971,42,NO CODE,16
1965,10019653,25,NO CODE,10
1966,10021345,23,NO CODE,10
1967,10024513,37,NO CODE,2
1968,10028125,37,NO CODE,8
1969,10032667,42,NO CODE,8
1970,10032883,51,NO CODE,2
1971,10063547,40,NO CODE,1
1972,1005162,43,NO CODE,5
1973,10036029,47,NO CODE,2
1974,10051073,23,NO CODE,2
1975,10052459,35,NO CODE,3
1976,10052579,34,NO CODE,1
1977,10058541,25,NO CODE,9
1978,10038559,45,NO CODE,14
1979,10036581,47,NO CODE,3
1980,10058403,49,NO CODE,13
1981,10038579,40,NO CODE,4
1982,10063325,29,NO CODE,3
1983,10058497,39,NO CODE,8
1984,10048403,24,NO CODE,9
1985,1005084,25,NO CODE,9
1986,10058453,36,NO CODE,7
1987,10050219,50,NO CODE,11
1988,10063489,45,NO CODE,5
1989,10039011,26,NO CODE,13
1990,10063519,21,NO CODE,1
1991,10050735,42,NO CODE,6
1992,10052137,32,NO CODE,8
1993,10058259,31,NO CODE,1
1994,10052367,33,NO CODE,3
1995,10054477,45,NO CODE,8
1996,10052443,76,NO CODE,3
1997,10051345,70,NO CODE,8
1998,10060909,50,NO CODE,11
1999,10056103,28,NO CODE,2
2000,10052639,50,NO CODE,3
2001,10052327,28,NO CODE,6
2002,10054299,44,NO CODE,4
2003,10038835,27,NO CODE,18
2004,10038513,30,NO CODE,3
2005,10044461,43,NO CODE,3
2006,10043749,29,NO CODE,16
2007,10044851,48,NO CODE,3
2008,10036511,33,NO CODE,12
2009,10054841,40,NO CODE,13
2010,10054561,48,NO CODE,8
2011,10062233,41,NO CODE,18
2012,10052719,21,NO CODE,10
2013,10052447,32,NO CODE,6
2014,10054525,43,NO CODE,16
2015,10058179,30,NO CODE,8
2016,10039489,35,NO CODE,3
2017,10054519,45,NO CODE,11
2018,10052563,34,NO CODE,3
2019,10063653,26,NO CODE,7
2020,10039721,39,NO CODE,13
2021,10051889,41,NO CODE,12
2022,10036723,41,NO CODE,2
2023,10058393,64,NO CODE,12
2024,10048545,18,NO CODE,13
2025,10039401,49,NO CODE,1
2026,10062167,48,NO CODE,5
2027,10040027,46,NO CODE,4
2028,10040177,26,NO CODE,9
2029,10044465,37,NO CODE,7
2030,10052383,35,NO CODE,11
2031,10060901,23,NO CODE,8
2032,10060233,22,NO CODE,12
2033,10051151,39,NO CODE,2
2034,10036701,44,NO CODE,5
2035,10052523,27,NO CODE,8
2036,1005088,46,NO CODE,1
2037,10052329,33,NO CODE,14
2038,10052441,33,NO CODE,3
2039,10059721,24,NO CODE,1
2040,10051349,31,NO CODE,15
2041,10051995,41,NO CODE,14
2042,10036331,22,NO CODE,4
2043,10052583,46,NO CODE,3
2044,1005083,43,NO CODE,12
2045,10060415,15,NO CODE,1
2046,10051545,15,NO CODE,3
2047,10039607,26,NO CODE,5
2048,10051985,44,NO CODE,1
2049,10043737,20,NO CODE,7
2050,10052751,40,NO CODE,1
2051,10044467,23,NO CODE,3
2052,10058555,24,NO CODE,8
2053,10039935,29,NO CODE,7
2054,10063535,49,NO CODE,2
2055,10060923,34,NO CODE,2
2056,10051215,28,NO CODE,3
2057,10051143,37,NO CODE,7
2058,10063359,45,NO CODE,5
2059,10039841,46,NO CODE,1
2060,10038957,22,NO CODE,1
2061,10040171,39,NO CODE,10
2062,10052515,27,NO CODE,4
2063,10052347,36,NO CODE,1
2064,10036737,38,NO CODE,10
2065,10051911,44,NO CODE,5
2066,10052221,31,NO CODE,5
2067,10052465,23,NO CODE,2
2068,10051735,22,NO CODE,7
2069,10058485,28,NO CODE,9
2070,10036625,21,NO CODE,4
2071,10063021,37,NO CODE,7
2072,1005105,31,NO CODE,1
2073,10063501,25,NO CODE,15
2074,10048279,26,NO CODE,3
2075,10052353,34,10XOR,15
2076,10052473,29,10XSR,4
2077,10039595,20,15UNI,1
2078,10054453,42,25H250,5
2079,10062265,22,20ELLEE,3
2080,10036595,47,10STELLA,12
2081,10037123,20,MARKS15,4
2082,10042693,33,HOLS10,10
2083,10050913,39,5DAL,7
2084,10043721,33,15EOY,6
2085,10051139,40,NO CODE,4
2086,10051447,46,NO CODE,4
2087,10052255,48,NO CODE,2
2088,10038951,21,NO CODE,6
2089,10043097,45,NO CODE,1
2090,10043891,33,NO CODE,10
2091,10053855,44,NO CODE,7
2092,10053555,33,NO CODE,3
2093,10046859,39,NO CODE,1
2094,10036525,39,NO CODE,2
2095,10062775,41,NO CODE,6
2096,10038501,40,NO CODE,3
2097,10051283,33,NO CODE,4
2098,10037001,28,NO CODE,4
2099,10036923,26,NO CODE,3
2100,10052557,29,NO CODE,9
2101,10052021,46,NO CODE,4
2102,10054119,33,NO CODE,15
2103,10052277,48,NO CODE,10
2104,10053725,40,NO CODE,8
2105,10044463,23,NO CODE,10
2106,10051483,40,NO CODE,4
2107,10048139,37,NO CODE,5
2108,10050791,24,NO CODE,11
2109,10044471,27,NO CODE,10
2110,10052005,21,NO CODE,2
2111,10060465,23,NO CODE,5
2112,10051041,44,NO CODE,8
2113,10051103,35,NO CODE,1
2114,10052633,43,NO CODE,4
2115,10053779,40,NO CODE,1
2116,10052687,35,NO CODE,3
2117,10058475,25,NO CODE,1
2118,10058301,43,NO CODE,2
2119,10052369,50,NO CODE,8
2120,10048093,45,NO CODE,14
2121,10036523,52,NO CODE,4
2122,10060579,48,NO CODE,5
2123,10056063,31,NO CODE,10
2124,10058199,29,NO CODE,14
2125,10063503,23,NO CODE,11
2126,10051097,31,NO CODE,11
2127,10036339,23,NO CODE,6
2128,10052263,24,NO CODE,6
2129,10051105,28,NO CODE,1
2130,10036547,44,NO CODE,7
2131,10052451,22,NO CODE,6
2132,10046863,46,NO CODE,13
2133,10052349,22,NO CODE,7
2134,10036527,38,NO CODE,3
2135,10063721,47,NO CODE,1
2136,10043657,48,NO CODE,7
2137,10039339,40,NO CODE,16
2138,10050379,32,NO CODE,1
2139,10054821,49,NO CODE,14
2140,10052141,43,NO CODE,2
2141,10036391,41,NO CODE,2
2142,10053761,30,NO CODE,1
2143,10059875,28,NO CODE,9
2144,10060231,43,NO CODE,9
2145,10062189,41,NO CODE,2
2146,10036607,30,NO CODE,10
2147,10036467,31,NO CODE,3
2148,10058181,32,NO CODE,7
2149,10048353,43,NO CODE,3
2150,10037129,26,NO CODE,3
2151,10058499,27,NO CODE,10
2152,10053897,24,NO CODE,1
2153,10052541,22,NO CODE,8
2154,10054597,46,NO CODE,13
2155,10040023,37,NO CODE,3
2156,10039363,49,NO CODE,14
2157,10058387,21,NO CODE,3
2158,10054415,25,NO CODE,8
2159,10044019,37,NO CODE,1
2160,10037057,45,NO CODE,11
2161,10036909,32,NO CODE,1
2162,10060227,29,NO CODE,8
2163,10040099,26,NO CODE,3
2164,10051159,28,NO CODE,12
2165,1005117,27,NO CODE,6
2166,1005043,20,NO CODE,11
2167,10048371,44,NO CODE,1
2168,10054785,42,NO CODE,3
2169,10054383,41,NO CODE,1
2170,10053685,26,NO CODE,1
2171,10051325,26,NO CODE,6
2172,1003800,26,NO CODE,1
2173,10063675,41,NO CODE,11
2174,10041423,20,NO CODE,8
2175,10054041,22,NO CODE,6
2176,10051009,23,NO CODE,1
2177,10060367,33,NO CODE,12
2178,10056439,28,NO CODE,7
2179,10052575,44,NO CODE,7
2180,10058471,46,NO CODE,5
2181,10044701,21,NO CODE,7
2182,10039955,41,NO CODE,1
2183,10039709,31,NO CODE,2
2184,10054547,31,NO CODE,8
2185,10053999,23,NO CODE,7
2186,10040847,37,NO CODE,12
2187,10053749,26,NO CODE,2
2188,10044165,24,NO CODE,5
2189,10056473,47,NO CODE,7
2190,10063533,45,NO CODE,11
2191,10051953,55,NO CODE,2
2192,10051131,46,NO CODE,5
2193,10056493,50,NO CODE,2
2194,10052631,37,NO CODE,3
2195,10037125,44,NO CODE,1
2196,10040029,49,NO CODE,1
2197,10041873,45,NO CODE,2
2198,10038101,27,NO CODE,13
2199,10052337,31,NO CODE,17
2200,10058339,33,NO CODE,14
2201,10048071,31,NO CODE,1
2202,10051253,35,NO CODE,9
2203,10052271,26,NO CODE,9
2204,10053755,34,NO CODE,4
2205,10052095,46,NO CODE,1
2206,10039473,41,NO CODE,9
2207,10052061,43,NO CODE,2
2208,10052627,26,NO CODE,2
2209,10052657,36,NO CODE,6
2210,10056403,20,NO CODE,4
2211,10041879,27,NO CODE,10
2212,10058419,37,NO CODE,1
2213,10038921,24,NO CODE,4
2214,10037083,36,NO CODE,17
2215,10052099,29,NO CODE,5
2216,10055925,28,NO CODE,3
2217,10052107,29,NO CODE,5
2218,10054419,38,NO CODE,10
2219,10045843,48,NO CODE,1
2220,10052235,40,NO CODE,1
2221,10048579,41,NO CODE,11
2222,1005114,30,NO CODE,2
2223,10052165,35,NO CODE,11
2224,10039347,28,NO CODE,2
2225,10044433,45,NO CODE,13
2226,10051975,24,NO CODE,7
2227,10051525,41,NO CODE,5
2228,10041841,48,NO CODE,14
2229,10056273,50,NO CODE,3
2230,10052159,33,NO CODE,8
2231,10043639,32,NO CODE,8
2232,10053733,27,NO CODE,9
2233,10053737,35,NO CODE,4
2234,10058399,23,NO CODE,3
2235,10038765,35,NO CODE,7
2236,10052305,40,NO CODE,6
2237,10054607,35,NO CODE,7
2238,10058535,31,NO CODE,3
2239,10054551,50,NO CODE,10
2240,10039611,40,NO CODE,7
2241,10041847,38,NO CODE,1
2242,10058215,38,NO CODE,3
2243,10041985,40,NO CODE,3
2244,10036271,33,NO CODE,1
2245,10044435,36,NO CODE,3
2246,10052113,20,NO CODE,2
2247,10046831,32,NO CODE,5
2248,10063669,36,NO CODE,3
2249,1005151,19,NO CODE,7
2250,10052717,11,NO CODE,6
2251,10062851,49,NO CODE,4
2252,10063209,27,NO CODE,1
2253,10050933,29,NO CODE,6
2254,10046851,42,NO CODE,16
2255,10039917,33,NO CODE,2
2256,10051943,44,NO CODE,7
2257,10052045,22,NO CODE,6
2258,10044479,48,NO CODE,1
2259,10054585,33,NO CODE,1
2260,10052139,45,NO CODE,2
2261,10039351,20,NO CODE,6
2262,1005044,46,NO CODE,4
2263,10054491,40,NO CODE,6
2264,10051085,45,NO CODE,6
2265,10051919,36,NO CODE,9
2266,10052637,31,NO CODE,3
2267,10053767,46,NO CODE,17
2268,10052509,35,NO CODE,9
2269,10038931,28,NO CODE,2
2270,10050835,31,NO CODE,9
2271,10044833,27,NO CODE,14
2272,10060205,22,NO CODE,1
2273,10052063,30,NO CODE,11
2274,10040031,44,NO CODE,8
2275,10051909,30,NO CODE,4
2276,1005386,24,NO CODE,6
2277,10058189,45,NO CODE,7
2278,10044185,23,NO CODE,1
2279,10051347,26,NO CODE,7
2280,10041835,28,NO CODE,7
2281,10048125,49,NO CODE,4
2282,10052295,49,NO CODE,5
2283,10058383,29,NO CODE,12
2284,10052089,49,NO CODE,4
2285,10054489,39,NO CODE,7
2286,10050867,36,NO CODE,2
2287,10051543,39,NO CODE,7
2288,10055911,30,NO CODE,12
2289,10054599,44,NO CODE,5
2290,10041569,20,NO CODE,2
2291,10051197,21,NO CODE,5
2292,10058253,36,NO CODE,12
2293,10056583,32,NO CODE,7
2294,10051923,36,NO CODE,2
2295,10052721,34,NO CODE,10
2296,10058363,48,NO CODE,4
2297,10058549,33,NO CODE,4
2298,10043075,31,NO CODE,5
2299,10051331,36,NO CODE,2
2300,10051905,25,NO CODE,3
2301,10054575,48,NO CODE,8
2302,10039729,27,NO CODE,5
2303,10052017,44,NO CODE,2
2304,10052685,33,NO CODE,5
2305,10058275,29,NO CODE,11
2306,10052023,49,NO CODE,6
2307,10051229,20,NO CODE,1
2308,10051369,31,NO CODE,12
2309,10051091,39,NO CODE,10
2310,10059785,20,NO CODE,12
2311,10059749,34,NO CODE,6
2312,10060847,50,NO CODE,7
2313,10052401,40,NO CODE,2
2314,10044439,28,NO CODE,12
2315,10061153,50,NO CODE,4
2316,10063531,28,NO CODE,7
2317,10037175,46,NO CODE,10
2318,10050961,24,NO CODE,2
2319,10058271,24,NO CODE,5
2320,10045883,39,NO CODE,3
2321,10058439,40,NO CODE,7
2322,10039913,49,NO CODE,2
2323,10051537,44,NO CODE,4
2324,10052703,35,NO CODE,8
2325,10050771,22,NO CODE,4
2326,10058409,62,NO CODE,6
2327,10038557,26,NO CODE,7
2328,10063649,31,NO CODE,16
2329,10044687,25,NO CODE,3
2330,10054047,30,NO CODE,17
2331,10051445,27,NO CODE,4
2332,10054917,23,NO CODE,12
2333,10062173,34,NO CODE,12
2334,10051287,22,NO CODE,7
2335,1005107,42,NO CODE,4
2336,10056283,37,NO CODE,12
2337,10051973,30,NO CODE,5
2338,10053885,27,NO CODE,5
2339,10052003,25,NO CODE,9
2340,10036635,34,NO CODE,7
2341,10038573,38,NO CODE,13
2342,10052399,26,NO CODE,4
2343,10052715,38,NO CODE,7
2344,10052309,50,NO CODE,3
2345,10061057,22,NO CODE,8
2346,10053781,32,NO CODE,4
2347,10052097,31,NO CODE,4
2348,10051005,40,NO CODE,5
2349,10059853,22,NO CODE,3
2350,10052133,41,NO CODE,15
2351,10039371,45,NO CODE,12
2352,10056195,45,NO CODE,5
2353,10060541,39,NO CODE,6
2354,10043881,49,NO CODE,12
2355,10052157,27,NO CODE,7
2356,10052019,34,NO CODE,1
2357,10052073,20,NO CODE,1
2358,10052661,48,NO CODE,13
2359,10058291,29,NO CODE,1
2360,10045711,43,NO CODE,11
2361,10050981,41,NO CODE,13
2362,10036491,41,NO CODE,7
2363,10043685,36,NO CODE,8
2364,10052223,49,NO CODE,3
2365,10036627,38,NO CODE,13
2366,10062243,33,NO CODE,5
2367,10063539,26,NO CODE,1
2368,10059933,47,NO CODE,11
2369,10046847,34,NO CODE,3
2370,10060375,34,NO CODE,7
2371,10061121,40,NO CODE,4
2372,10039459,40,NO CODE,8
2373,10052379,33,NO CODE,3
2374,10054887,49,NO CODE,5
2375,1005119,27,NO CODE,1
2376,10038141,49,NO CODE,5
2377,10052215,56,NO CODE,7
2378,10051101,37,NO CODE,8
2379,10063563,33,NO CODE,7
2380,10054555,27,NO CODE,3
2381,10060661,46,NO CODE,9
2382,10038517,44,NO CODE,3
2383,10052591,26,NO CODE,1
2384,10053889,48,NO CODE,10
2385,10052149,23,NO CODE,9
2386,10058357,45,NO CODE,4
2387,10051257,49,NO CODE,4
2388,10058303,28,NO CODE,5
2389,10052621,37,NO CODE,9
2390,10038935,34,NO CODE,7
2391,10063557,22,NO CODE,3
2392,10039485,29,NO CODE,2
2393,10043701,34,NO CODE,3
2394,10046867,38,NO CODE,12
2395,10051149,41,NO CODE,6
2396,10051175,42,NO CODE,3
2397,10048095,28,NO CODE,12
2398,10054915,38,NO CODE,4
2399,10058355,23,NO CODE,8
2400,10051179,31,NO CODE,8
2401,10055865,46,NO CODE,2
2402,10051903,48,NO CODE,10
2403,1005144,29,NO CODE,13
2404,10054835,46,NO CODE,4
2405,10054361,26,NO CODE,3
2406,10058369,18,NO CODE,2
2407,10041407,32,NO CODE,2
2408,10063507,21,NO CODE,11
2409,10052123,46,NO CODE,4
2410,10052083,42,NO CODE,14
2411,10046857,31,NO CODE,13
2412,10052381,38,NO CODE,5
2413,10060131,38,NO CODE,4
2414,10048347,20,NO CODE,15
2415,10051679,46,NO CODE,7
2416,10052321,30,NO CODE,15
2417,10054215,30,NO CODE,4
2418,10058379,43,NO CODE,2
2419,10051893,49,NO CODE,4
2420,10036611,43,NO CODE,4
2421,10054369,37,NO CODE,7
2422,10041421,35,NO CODE,1
2423,10051897,34,NO CODE,15
2424,10043627,38,NO CODE,7
2425,10058443,44,NO CODE,7
2426,10053983,21,NO CODE,6
2427,10052091,44,NO CODE,17
2428,10051523,25,NO CODE,4
2429,10041839,24,NO CODE,9
2430,10051081,38,NO CODE,10
2431,10036695,45,NO CODE,3
2432,10063511,51,NO CODE,4
2433,10040391,34,NO CODE,14
2434,10060479,44,NO CODE,1
2435,10040587,44,NO CODE,15
2436,10051245,38,NO CODE,2
2437,10060441,31,NO CODE,10
2438,10050937,48,NO CODE,10
2439,10052325,21,NO CODE,5
2440,10051585,40,NO CODE,2
2441,10052771,40,NO CODE,10
2442,10052695,50,NO CODE,3
2443,10052527,20,NO CODE,3
2444,10056573,48,NO CODE,7
2445,10043703,47,NO CODE,5
2446,10058203,21,NO CODE,11
2447,10036461,39,NO CODE,2
2448,10048143,44,NO CODE,5
2449,10051261,28,NO CODE,1
2450,10052195,45,NO CODE,6
2451,10058321,20,NO CODE,5
2452,10046839,38,NO CODE,3
2453,10058433,26,NO CODE,4
2454,10039015,44,NO CODE,2
2455,10051487,49,NO CODE,8
2456,10058459,22,NO CODE,13
2457,10054553,31,NO CODE,3
2458,10052147,41,NO CODE,5
2459,10048399,25,NO CODE,14
2460,10046949,31,NO CODE,5
2461,10052503,41,NO CODE,2
2462,10051439,43,NO CODE,1
2463,10052111,43,NO CODE,12
2464,10051315,24,NO CODE,3
2465,10052371,21,NO CODE,3
2466,10058305,23,NO CODE,9
2467,10063211,38,NO CODE,3
2468,1005558,31,NO CODE,15
2469,10052351,36,NO CODE,3
2470,10054533,36,NO CODE,6
2471,10058205,34,NO CODE,4
2472,10054429,21,NO CODE,7
2473,10062309,45,NO CODE,9
2474,10050761,26,NO CODE,4
2475,10051317,50,NO CODE,3
2476,10058467,41,NO CODE,2
2477,10058201,39,NO CODE,1
2478,1004316,22,NO CODE,5
2479,10052081,46,NO CODE,11
2480,10063145,44,NO CODE,14
2481,10039901,25,NO CODE,1
2482,10052355,39,NO CODE,1
2483,10052605,37,NO CODE,6
2484,10052237,31,NO CODE,7
2485,10046889,47,NO CODE,13
2486,10051111,24,NO CODE,8
2487,10054485,36,NO CODE,2
2488,10052711,48,NO CODE,2
2489,10054483,28,NO CODE,14
2490,10039367,48,NO CODE,2
2491,10038955,21,NO CODE,12
2492,10058481,25,NO CODE,14
2493,10046833,25,NO CODE,8
2494,10039969,31,NO CODE,9
2495,10051115,40,NO CODE,4
2496,10058191,32,NO CODE,14
2497,10063521,24,NO CODE,6
2498,10039763,42,NO CODE,2
2499,1005081,21,NO CODE,12
2500,10052053,34,NO CODE,4
2501,10053901,27,NO CODE,8
2502,10052767,30,NO CODE,5
2503,10058429,39,NO CODE,9
2504,10052517,20,NO CODE,4
2505,10058245,37,NO CODE,6
2506,10046881,46,NO CODE,2
2507,10060111,47,NO CODE,6
2508,10054507,11,NO CODE,8
2509,10052299,23,NO CODE,9
2510,10039387,29,NO CODE,12
2511,10040089,38,NO CODE,6
2512,10051203,32,NO CODE,3
2513,10052483,43,NO CODE,9
2514,10044699,31,NO CODE,8
2515,1005390,29,NO CODE,3
2516,10054501,31,NO CODE,10
2517,10048389,30,NO CODE,10
2518,10056613,50,NO CODE,2
2519,10043077,40,NO CODE,10
2520,10050705,23,NO CODE,4
2521,10050223,26,NO CODE,7
2522,10054479,40,NO CODE,13
2523,10059977,21,NO CODE,14
2524,10050725,43,NO CODE,2
2525,10039477,29,NO CODE,5
